ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"SULFASALAZINE 500 MG TABLET",62135096001,0.16040,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULFASALAZINE 500 MG TABLET",62135096005,0.16040,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULFASALAZINE 500 MG TABLET",62135096010,0.16040,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULFASALAZINE 500 MG TABLET",62135096031,0.16040,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULFASALAZINE DR 500 MG TAB",59762010405,0.22788,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"SULFASALAZINE DR 500 MG TAB",59762010406,0.22788,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"SULFATRIM PEDIATRIC SUSPENSION",00121085416,0.05975,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SULINDAC 150 MG TABLET",00591566101,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",00591566105,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",24658077005,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",42806001801,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",42806001805,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",53489047801,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 150 MG TABLET",53489047805,0.15615,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",00591566001,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",00591566005,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",24658077105,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",42806001101,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",42806001105,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",53489047901,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SULINDAC 200 MG TABLET",53489047905,0.21109,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN 20 MG NASAL SPRAY",00527185943,18.43224,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 20 MG NASAL SPRAY",45802059806,18.43224,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 20 MG NASAL SPRAY",66993008269,18.43224,09/20/2023,EA,C/I,N,"1, 5, 6",G,,,10/04/2023
"SUMATRIPTAN 20 MG NASAL SPRAY",69097064448,18.43224,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 20 MG NASAL SPRAY",71921017061,18.43224,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 4 MG/0.5 ML INJECT",00093201312,154.89000,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 4 MG/0.5 ML INJECT",66993008398,154.89000,09/20/2023,ML,C/I,N,"1, 5, 6",G,,,10/04/2023
"SUMATRIPTAN 5 MG NASAL SPRAY",00527181843,32.42033,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 5 MG NASAL SPRAY",45802061906,32.42033,09/20/2023,EA,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 5 MG NASAL SPRAY",66993008169,32.42033,09/20/2023,EA,C/I,N,"1, 5, 6",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",00093201412,66.64462,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",16714004002,66.64462,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",43598076823,66.64462,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",47335027641,66.64462,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",55111069312,66.64462,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML AUTOINJ",66993008498,66.64462,09/20/2023,ML,C/I,N,"1, 5, 6",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML CART",66993008479,107.71500,09/20/2023,ML,C/I,N,"1, 5, 6",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",00143963805,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",55150017301,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",55150017305,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",64679072801,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",70069080405,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN 6 MG/0.5 ML VIAL",70594006802,15.55150,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",00378563259,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",16714053310,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",16714079801,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",55111029336,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",55111029390,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",55111029398,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",62756052269,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",62756052288,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",63304009919,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",65862014836,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",69452034660,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 100 MG TABLET",69452034672,0.48593,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",00378563059,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",16714053110,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",16714079601,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",55111029136,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",55111029190,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",55111029198,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",62756052069,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",62756052088,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",63304009719,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",65862014636,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",69452034460,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 25 MG TABLET",69452034472,0.36060,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",00378563159,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",16714053210,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",16714079701,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",55111029236,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",55111029290,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",55111029298,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",62756052169,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",62756052188,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",63304009819,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",65862014736,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",69452034560,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN SUCC 50 MG TABLET",69452034572,0.41554,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SUMATRIPTAN-NAPROXEN 85-500 MG",16714089101,17.87426,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"SUMATRIPTAN-NAPROXEN 85-500 MG",47335041022,17.87426,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"SUMATRIPTAN-NAPROXEN 85-500 MG",65862092836,17.87426,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"SUNOSI 150 MG TABLET",68727035101,26.33100,04/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 150 MG TABLET",81968035101,26.33100,04/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 150 MG TABLET",81968035107,26.33100,05/03/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 150 MG TABLET",81968035110,26.33100,05/03/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 75 MG TABLET",68727035001,26.21729,04/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 75 MG TABLET",81968035001,26.21729,04/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 75 MG TABLET",81968035007,26.21729,05/03/2023,EA,C/I,N,2,B,,,10/04/2023
"SUNOSI 75 MG TABLET",81968035010,26.21729,05/03/2023,EA,C/I,N,2,B,,,10/04/2023
"SUPHEDRIN 30 MG TABLET",24385043262,0.04839,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"SUPREP BOWEL PREP KIT",52268001201,0.30455,01/05/2023,ML,C/I,N,"2, 5",B,0.21863,09/20/2023,10/04/2023
"SUTAB 1.479-0.225-0.188 GM TAB",52268020101,6.37039,01/05/2023,EA,C/I,N,2,B,,,10/04/2023
"SUTENT 12.5 MG CAPSULE",00069055038,215.92842,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"SUTENT 25 MG CAPSULE",00069077038,435.98434,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"SWIM EAR DROPS",00168012691,0.08671,07/19/2023,ML,C/I,Y,"4, 5",G,,,10/04/2023
"SYEDA 28 TABLET",70700011584,0.19229,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SYEDA 28 TABLET",70700011585,0.19229,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"SYMBICORT 160-4.5 MCG INHALER",00186037020,36.76148,01/01/2023,GM,C/I,N,"2, 5",B,22.98329,09/20/2023,10/04/2023
"SYMBICORT 160-4.5 MCG INHALER",00186037028,42.12334,01/01/2023,GM,C/I,N,"4, 5",B,,,10/04/2023
"SYMBICORT 80-4.5 MCG INHALER",00186037228,32.01286,01/01/2023,GM,C/I,N,"4, 5",B,,,10/04/2023
"SYMBICORT 80-4.5 MCG INHALER",00186037220,32.11152,01/01/2023,GM,C/I,N,"2, 5",B,20.02462,09/20/2023,10/04/2023
"SYMPROIC 0.2 MG TABLET",59385004130,13.97035,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYMTUZA 800-150-200-10 MG TAB",59676080030,148.44089,01/20/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 12.5-1,000 MG TABLET",00597016818,9.46782,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 12.5-1,000 MG TABLET",00597016860,9.46782,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 12.5-500 MG TABLET",00597018018,9.46045,07/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 12.5-500 MG TABLET",00597018060,9.46045,07/19/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 5-1,000 MG TABLET",00597017518,9.50055,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 5-1,000 MG TABLET",00597017560,9.50055,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 5-500 MG TABLET",00597015918,9.49562,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY 5-500 MG TABLET",00597015960,9.49562,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 10-1,000 MG TABLET",00597028073,18.94190,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 10-1,000 MG TABLET",00597028090,18.94190,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 12.5-1,000 MG TAB",00597030045,9.47862,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 12.5-1,000 MG TAB",00597030093,9.47862,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 25-1,000 MG TABLET",00597029578,18.96697,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 25-1,000 MG TABLET",00597029588,18.96697,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"SYNJARDY XR 5-1,000 MG TABLET",00597029059,9.51475,09/20/2023,EA,C/I,N,1,B,,,10/04/2023
"SYNJARDY XR 5-1,000 MG TABLET",00597029074,9.51475,09/20/2023,EA,C/I,N,1,B,,,10/04/2023
"SYNTHROID 100 MCG TABLET",00074662411,1.44110,01/03/2023,EA,C/I,N,"2, 6",B,0.07548,09/20/2023,10/04/2023
"SYNTHROID 100 MCG TABLET",00074662419,1.44110,01/03/2023,EA,C/I,N,"2, 6",B,0.07548,09/20/2023,10/04/2023
"SYNTHROID 100 MCG TABLET",00074662490,1.44110,01/03/2023,EA,C/I,N,"2, 6",B,0.07548,09/20/2023,10/04/2023
"SYNTHROID 112 MCG TABLET",00074929619,1.44012,01/03/2023,EA,C/I,N,"2, 6",B,0.0937,09/20/2023,10/04/2023
"SYNTHROID 112 MCG TABLET",00074929690,1.44012,01/03/2023,EA,C/I,N,"2, 6",B,0.0937,09/20/2023,10/04/2023
"SYNTHROID 125 MCG TABLET",00074706811,1.44011,01/03/2023,EA,C/I,N,"2, 6",B,0.09987,09/20/2023,10/04/2023
"SYNTHROID 125 MCG TABLET",00074706819,1.44011,01/03/2023,EA,C/I,N,"2, 6",B,0.09987,09/20/2023,10/04/2023
"SYNTHROID 125 MCG TABLET",00074706890,1.44011,01/03/2023,EA,C/I,N,"2, 6",B,0.09987,09/20/2023,10/04/2023
"SYNTHROID 137 MCG TABLET",00074372719,1.44139,01/03/2023,EA,C/I,N,"2, 6",B,0.0883,09/20/2023,10/04/2023
"SYNTHROID 137 MCG TABLET",00074372790,1.44139,01/03/2023,EA,C/I,N,"2, 6",B,0.0883,09/20/2023,10/04/2023
"SYNTHROID 150 MCG TABLET",00074706911,1.44081,01/03/2023,EA,C/I,N,"2, 6",B,0.0844,09/20/2023,10/04/2023
"SYNTHROID 150 MCG TABLET",00074706919,1.44081,01/03/2023,EA,C/I,N,"2, 6",B,0.0844,09/20/2023,10/04/2023
"SYNTHROID 150 MCG TABLET",00074706990,1.44081,01/03/2023,EA,C/I,N,"2, 6",B,0.0844,09/20/2023,10/04/2023
"SYNTHROID 175 MCG TABLET",00074707019,1.44144,01/03/2023,EA,C/I,N,"2, 6",B,0.11548,09/20/2023,10/04/2023
"SYNTHROID 175 MCG TABLET",00074707090,1.44144,01/03/2023,EA,C/I,N,"2, 6",B,0.11548,09/20/2023,10/04/2023
"SYNTHROID 200 MCG TABLET",00074714811,1.44123,01/03/2023,EA,C/I,N,"2, 6",B,0.10336,09/20/2023,10/04/2023
"SYNTHROID 200 MCG TABLET",00074714819,1.44123,01/03/2023,EA,C/I,N,"2, 6",B,0.10336,09/20/2023,10/04/2023
"SYNTHROID 200 MCG TABLET",00074714890,1.44123,01/03/2023,EA,C/I,N,"2, 6",B,0.10336,09/20/2023,10/04/2023
"SYNTHROID 25 MCG TABLET",00074434119,1.44511,01/03/2023,EA,C/I,N,"2, 6",B,0.06114,09/20/2023,10/04/2023
"SYNTHROID 25 MCG TABLET",00074434190,1.44511,01/03/2023,EA,C/I,N,"2, 6",B,0.06114,09/20/2023,10/04/2023
"SYNTHROID 300 MCG TABLET",00074714919,1.44384,01/03/2023,EA,C/I,N,"2, 6",B,0.11341,09/20/2023,10/04/2023
"SYNTHROID 300 MCG TABLET",00074714990,1.44384,01/03/2023,EA,C/I,N,"2, 6",B,0.11341,09/20/2023,10/04/2023
"SYNTHROID 50 MCG TABLET",00074455211,1.44127,01/03/2023,EA,C/I,N,"2, 6",B,0.06726,09/20/2023,10/04/2023
"SYNTHROID 50 MCG TABLET",00074455219,1.44127,01/03/2023,EA,C/I,N,"2, 6",B,0.06726,09/20/2023,10/04/2023
"SYNTHROID 50 MCG TABLET",00074455290,1.44127,01/03/2023,EA,C/I,N,"2, 6",B,0.06726,09/20/2023,10/04/2023
"SYNTHROID 75 MCG TABLET",00074518211,1.44338,01/03/2023,EA,C/I,N,"2, 6",B,0.07394,09/20/2023,10/04/2023
"SYNTHROID 75 MCG TABLET",00074518219,1.44338,01/03/2023,EA,C/I,N,"2, 6",B,0.07394,09/20/2023,10/04/2023
"SYNTHROID 75 MCG TABLET",00074518290,1.44338,01/03/2023,EA,C/I,N,"2, 6",B,0.07394,09/20/2023,10/04/2023
"SYNTHROID 88 MCG TABLET",00074659419,1.44157,01/03/2023,EA,C/I,N,"2, 6",B,0.07908,09/20/2023,10/04/2023
"SYNTHROID 88 MCG TABLET",00074659490,1.44157,01/03/2023,EA,C/I,N,"2, 6",B,0.07908,09/20/2023,10/04/2023
"SYSTANE 0.3% EYE GEL",00065047401,0.79633,09/20/2023,GM,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE 0.3-0.4% EYE DROP",00065043133,0.36572,09/20/2023,EA,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE 0.3-0.4% EYE DROPS",00065042930,0.54671,05/17/2023,ML,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE 0.3-0.4% EYE DROPS",00065042915,0.67357,02/22/2023,ML,C/I,Y,"2, 5, 6",B,0.33964,09/20/2023,10/04/2023
"SYSTANE BALANCE 0.6% EYE DROP",00065143307,1.03414,08/23/2023,ML,C/I,Y,"4, 5, 6",B,,,10/04/2023
"SYSTANE BALANCE 0.6% EYE DROP",00065143302,1.12372,03/22/2023,ML,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE COMPLETE 0.6% EYE DROP",00065048111,1.03414,08/23/2023,ML,C/I,Y,"4, 5, 6",B,,,10/04/2023
"SYSTANE COMPLETE 0.6% EYE DROP",00065048110,1.12372,03/22/2023,ML,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE COMPLETE 0.6% EYE DROP",00065048155,1.35840,05/17/2023,ML,C/I,Y,"4, 5, 6",B,,,10/04/2023
"SYSTANE COMPLETE PF 0.6% DROP",00065150928,1.41263,09/20/2023,ML,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE COMPLETE PF 0.6% DROP",00065150929,1.41263,09/20/2023,ML,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE GEL EYE DROPS",00065045407,1.10184,09/20/2023,ML,C/I,Y,"1, 5, 6",B,0.6476,10/19/2022,10/04/2023
"SYSTANE HYDRATION PF 0.4-0.3%",00065143704,0.36572,09/20/2023,EA,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE NIGHTTIME EYE OINTMENT",00065050935,2.49613,08/23/2023,GM,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE ULTRA 0.4-0.3% EYE DRP",00065143206,0.45676,09/20/2023,EA,C/I,Y,"1, 5, 6",B,,,10/04/2023
"SYSTANE ULTRA 0.4-0.3% EYE DRP",00065143118,0.54671,05/17/2023,ML,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE ULTRA 0.4-0.3% EYE DRP",00065143141,0.81092,06/21/2023,ML,C/I,Y,"4, 5, 6",B,,,10/04/2023
"SYSTANE ULTRA 0.4-0.3% EYE DRP",00065143105,1.00271,08/23/2023,ML,C/I,Y,"2, 5, 6",B,,,10/04/2023
"SYSTANE ULTRA 0.4-0.3% EYE DRP",00065143128,1.11063,06/21/2023,ML,C/I,Y,"4, 5, 6",B,,,10/04/2023
"TACLONEX 0.005%-0.064% SUSPENSION",50222050106,20.09583,01/01/2023,GM,C/I,N,"4, 5",B,3.10467,01/18/2023,10/04/2023
"TACLONEX 0.005%-0.064% SUSPENSION",50222050166,20.11344,01/01/2023,GM,C/I,N,"4, 5",B,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00093342810,1.00437,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00168041799,1.00437,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",16729042101,1.00437,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",45802039002,1.00437,08/23/2023,GM,C/I,N,"4, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",68462088194,1.00437,10/04/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00093342892,1.10802,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00168041760,1.10802,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",16729042112,1.10802,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",45802039001,1.10802,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",68462088165,1.10802,10/04/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00093342830,1.62654,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",00168041730,1.62654,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",16729042110,1.62654,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",45802039000,1.62654,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.03% OINTMENT",68462088135,1.62654,10/04/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00093342910,1.33218,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00168041699,1.33218,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",16729042201,1.33218,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",45802070002,1.33218,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",68308070301,1.33218,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",68462053494,1.33218,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00093342930,1.42374,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00168041630,1.42374,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",16729042210,1.42374,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",45802070000,1.42374,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",68462053435,1.42374,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00093342992,1.73657,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",00168041660,1.73657,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",16729042212,1.73657,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",45802070001,1.73657,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",68308070360,1.73657,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.1% OINTMENT",68462053465,1.73657,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",00378204501,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",00781210201,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",00904662361,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",16714009801,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"TACROLIMUS 0.5 MG CAPSULE (IMMEDIATE RELEASE)",16729004101,0.16081,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
